name,Ungültige,Gültige,SPD,Union,Grüne,FDP,AfD,Linke,SSW,Die PARTEI,FREIE WÄHLER,Volt,MLPD,BÜNDNIS DEUTSCHLAND,BSW,EB:Krüger-Winands,dieBasis,Team Todenhöfer,ÖDP,PdH,Tierschutzpartei,Übrige,EB:Baasch,EB:Kisifli,PIRATEN,EB:Dröse,EB:Michalsky,EB:Krüger,EB:Manske,EB:Knauer,EB:Nietfeld,EB:Bellgardt,EB:Wolter,EB:Hönig,MENSCHLICHE WELT,MERA25,Verjüngungsforschung,EB:Schultz,EB:Krämer,EB:Müller,EB:Kohle,EB:Gliese,EB:Kersten,EB:Sanftleben,EB:Hartwig,EB:Farle,BüSo,SGP,PdF,EB:Thomas,EB:Pape,EB:Wendt,EB:Heider,WerteUnion,Bündnis C,EB:Przybylski,EB:Füllmich,EB:Link,EB:Gaisenkersting,EB:Bachmann,EB:Neurauter,EB:Martinschledde,EB:Meyer,EB:Turck,EB:Schulte,EB:Busse,EB:Mauer,EB:Schubert,EB:Jäger,EB:Reitz,EB:Wächter,EB:Sollwedel,EB:Emre,EB:Stöber,EB:Hahn,EB:Pradel,EB:Papst,EB:Horn,EB:Hösch,BP,EB:Winter,EB:Lieb,EB:Treppe,EB:Dippel,EB:Zibi,EB:Hamid,EB:Dorn,EB:Wenz,EB:Demir,EB:Miller,EB:Weißer,EB:Otterbach,EB:Raidt
Berlin-Neukölln,0.729642,99.270358,15.742342,18.03622,15.333852,2.778141,13.001398,25.271236,NA,0.593102,0.292762,0.67232,0.075774,0.166013,5.638945,NA,NA,0.484952,NA,NA,1.520297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024799,0.022043,0.121927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,0.406371,99.593629,13.400024,9.283089,25.880733,2.781263,7.209078,31.674753,NA,0.826607,0.158771,1.140817,0.054404,0.13601,5.908379,NA,NA,0.179866,NA,NA,0.983157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01832,0.014434,0.133789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Treptow-Köpenick,0.600111,99.399889,12.680779,15.320263,11.983434,2.932167,21.572078,21.689981,NA,0.766665,0.450875,0.915969,0.050953,0.177151,9.166207,NA,NA,0.154044,NA,NA,1.787502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042658,0.015997,0.217439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Marzahn-Hellersdorf,0.702374,99.297626,10.887007,16.501283,6.004325,2.563947,31.180318,16.680477,NA,0.698585,0.699258,0.769993,0.077471,0.202098,10.937532,NA,NA,0.132037,NA,NA,2.266863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042441,0.031662,0.266095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlin-Lichtenberg,0.684698,99.315302,11.877563,13.755969,10.82011,2.5121000000000002,22.441733,23.458366,NA,0.805401,0.38553,1.00173,0.064795,0.187257,10.116437,NA,NA,0.143197,NA,NA,2.008644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05378,0.02527,0.252052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aachen I,0.605479,99.394521,17.628792,23.904408,24.317047,4.804101,9.71381,12.868053,NA,0.519646,0.281854,1.06447,0.025178,0.127988,3.537508,NA,0.130786,0.13708,NA,NA,0.678407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168553,NA,NA,NA,NA,0.027276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aachen II,0.754547,99.245453,20.940962,31.543498,9.394149,4.19869,19.114844,6.799459,NA,0.487333,0.709451,0.566898,0.014918,0.097798,4.075476,NA,0.208857,0.192834,NA,NA,1.398458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151946,NA,NA,NA,NA,0.060226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heinsberg,0.711422,99.288578,17.088161,35.230594,8.730901,4.176066,20.129204,6.316653,NA,0.547324,0.7742,0.689602,0.0141,0.114079,3.894714,NA,0.287761,0.160224,NA,NA,1.565704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182655,NA,NA,NA,NA,0.067294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Düren,0.688536,99.311464,18.544967,33.339453,8.470863,4.287139,20.509855,6.423978,NA,0.510345,0.721458,0.560522,0.01897,0.12728,4.241245,NA,0.24171,0.152369,NA,NA,1.559794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197651,NA,NA,NA,NA,0.066088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhein-Erft-Kreis I,0.561909,99.438091,19.711438,31.626753,11.578401,4.992548,16.699112,7.193172,NA,0.451485,0.529645,0.676256,0.014079,0.179623,4.26726,NA,0.215062,0.223315,NA,NA,1.358338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181079,NA,NA,NA,NA,0.062625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euskirchen – Rhein-Erft-Kreis II,0.577149,99.422851,17.684883,33.793017,10.908351,4.799539,18.35551,6.279861,NA,0.498125,0.69437,0.685164,0.017444,0.214659,3.981122,NA,0.288312,0.161842,NA,NA,1.363059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179771,NA,NA,NA,NA,0.065415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Köln I,0.572138,99.427862,19.558706,22.290684,17.91584,4.208652,12.384224,14.921765,NA,0.559008,0.380992,1.097652,0.063061,0.118896,4.709855,NA,0.195094,0.225968,NA,NA,1.051014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203634,NA,NA,NA,NA,0.032844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Köln II,0.316403,99.683597,17.7243,24.97464,25.75016,6.04569,6.284563,13.44515,NA,0.460918,0.201944,1.089187,0.014491,0.084611,2.812721,NA,0.110789,0.100504,NA,NA,0.676885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156132,NA,NA,NA,NA,0.025243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Köln III,0.46235,99.53765,19.895577,19.318222,21.840289,3.394633,11.203179,16.335816,NA,0.569039,0.298775,0.969386,0.035045,0.09088,4.270763,NA,0.18473,0.246504,NA,NA,1.036506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200767,NA,NA,NA,NA,0.028511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonn,0.503875,99.496125,17.682373,26.158269,22.901262,5.1862,8.917462,12.449993,NA,0.455057,0.21741,1.114034,0.030614,0.066417,3.585976,NA,0.175381,0.140097,NA,NA,0.649637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148918,NA,NA,NA,NA,0.047737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhein-Sieg-Kreis I,0.535749,99.464251,17.895491,31.926225,12.499054,4.996999,17.376021,6.781354,NA,0.553765,0.633451,0.859899,0.018156,0.128102,4.288402,NA,0.257718,0.176519,NA,NA,1.315823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185597,NA,NA,NA,NA,0.073634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhein-Sieg-Kreis II,0.481538,99.518462,16.640791,34.955371,14.702575,5.629221,14.283441,6.521799,NA,0.450403,0.493743,0.905744,0.013166,0.112464,3.640533,NA,0.238094,0.147574,NA,NA,1.016562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152512,NA,NA,NA,NA,0.071318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oberbergischer Kreis,0.712523,99.287477,17.768921,31.675059,9.510168,4.608888,21.186295,6.285548,NA,0.599019,0.705182,0.612067,0.027875,0.174961,4.607109,NA,0.349329,0.150051,NA,NA,1.405026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205802,NA,NA,NA,NA,0.106756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheinisch-Bergischer Kreis,0.467685,99.532315,18.494413,33.783047,15.035705,5.559553,13.267375,6.526029,NA,0.466067,0.544563,0.923412,0.031616,0.15263,3.436904,NA,0.231126,0.118833,NA,NA,1.172527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166258,NA,NA,NA,NA,0.060507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leverkusen – Köln IV,0.62407,99.37593,21.219589,24.614505,14.21191,3.905461,15.451459,11.645186,NA,0.669368,0.422919,0.897562,0.071196,0.102839,4.737912,NA,0.2215,0.248883,NA,NA,1.281536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174644,NA,NA,NA,NA,0.062677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wuppertal I,0.628943,99.371057,20.179953,23.548317,12.596039,4.131422,17.942044,12.229956,NA,0.584945,0.440352,0.768316,0.061123,0.097929,5.420931,NA,0.232664,0.214261,NA,NA,1.263876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163653,NA,NA,NA,NA,0.059809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solingen – Remscheid – Wuppertal II,0.623071,99.376929,20.095148,28.468367,11.196356,4.73478,18.275638,8.425371,NA,0.660586,0.38708,0.771263,0.063741,0.124584,4.702331,NA,0.234102,0.242215,NA,NA,1.348987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176736,NA,NA,NA,NA,0.045777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mettmann I,0.526891,99.473109,18.88497,32.102409,12.76754,5.650134,15.549117,6.902054,NA,0.494889,0.407909,0.840412,0.022795,0.112775,4.188862,NA,0.203954,0.202755,NA,NA,1.355096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209953,NA,NA,NA,NA,0.070184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mettmann II,0.579143,99.420857,19.438398,32.036097,11.245207,5.280607,16.83334,7.094775,NA,0.563926,0.387312,0.64836,0.058871,0.099926,4.285991,NA,0.17429,0.186684,NA,NA,1.368759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192881,NA,NA,NA,NA,0.06197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Düsseldorf I,0.407897,99.592103,17.213115,30.307471,18.279172,7.808088,9.949864,9.517752,NA,0.438554,0.251753,0.987149,0.049384,0.13366,3.645313,NA,0.144932,0.147079,NA,NA,0.837923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173919,NA,NA,NA,NA,0.056899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Düsseldorf II,0.49767,99.50233,18.878348,25.144226,17.055679,5.44882,12.971049,11.776225,NA,0.510083,0.320207,1.03869,0.050942,0.152165,4.79385,NA,0.154811,0.207738,NA,NA,1.10551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153488,NA,NA,NA,NA,0.156796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuss I,0.565947,99.434053,18.618198,32.872384,10.709079,5.238092,16.928116,7.423003,NA,0.533741,0.410034,0.594142,0.028458,0.102218,4.291414,NA,0.289811,0.242768,NA,NA,1.404336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050528000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191078,NA,NA,NA,NA,0.072598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mönchengladbach,0.676124,99.323876,18.718911,30.568015,9.951407,4.545847,18.060468,9.492797,NA,0.618189,0.472268,0.61172,0.023002,0.194083,4.599758,NA,0.224992,0.163892,NA,NA,1.44915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147359,NA,NA,NA,NA,0.10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krefeld I – Neuss II,0.551934,99.448066,18.115214,34.077822,12.255887,6.191345,14.632084,7.03058,NA,0.506604,0.632795,0.559285,0.029404,0.11639,3.850065,NA,0.22788,0.202151,NA,NA,1.288256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184387,NA,NA,NA,NA,0.05942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viersen,0.598384,99.401616,18.213315,34.770087,11.41445,5.434653,15.868169,6.428579,NA,0.61552,0.633384,0.620933,0.014075,0.138045,3.720726,NA,0.237654,0.155369,NA,NA,1.448122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188933,NA,NA,NA,NA,0.068211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kleve,0.58122,99.41878,18.75355,36.518766,10.471279,4.467363,16.047211,6.411494,NA,0.49141,0.737942,0.632049,0.017649,0.117475,3.361002,NA,0.244326,0.138985,NA,NA,1.335245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180901,NA,NA,NA,NA,0.049637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wesel I,0.552123,99.447877,23.179265,31.482902,9.493663,4.250938,17.349491,6.578482,NA,0.643688,0.551058,0.436009,0.03717,0.204139,3.71935,NA,0.186439,0.15399,NA,NA,1.495056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16402,NA,NA,NA,NA,0.0531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krefeld II – Wesel II,0.592632,99.407368,22.39169,28.835434,11.025102,4.755687,16.645981,8.042126,NA,0.6141,0.522989,0.577512,0.046631,0.111198,4.396267,NA,0.199439,0.185808,NA,NA,1.382442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158547,NA,NA,NA,NA,0.05811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duisburg I,0.677833,99.322167,25.705419,22.954999,10.664408,3.347373,17.312443,10.410267,NA,0.698293,0.460778,0.597745,0.093422,0.121132,5.07648,NA,0.211388,0.360231,NA,NA,1.649143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205846,NA,NA,NA,NA,0.049878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duisburg II,0.979016,99.020984,25.310604,19.4308,6.56241,2.661803,24.765241,11.080613,NA,0.586897,0.486673,0.357556,0.110156,0.139952,5.843687,NA,0.181487,0.455071,NA,NA,1.733603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149884,NA,NA,NA,NA,0.055078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oberhausen – Wesel III,0.645,99.355,25.171017,24.938473,8.887726,3.388046,20.389641,8.248874,NA,0.698926,0.362382,0.474133,0.06395,0.14857,4.735513,NA,0.176346,0.36432,NA,NA,1.657526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196371,NA,NA,NA,NA,0.051031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mülheim – Essen I,0.52186,99.47814,23.608954,28.085979,10.993767,4.272018,17.045964,7.841351,NA,0.608809,0.50389,0.5315,0.055911,0.102158,4.289274,NA,0.171875,0.199485,NA,NA,1.442643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151167,NA,NA,NA,NA,0.055221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Essen II,0.741026,99.258974,23.153018,22.30586,8.978115,2.965055,21.98288,10.653018,NA,0.720967,0.46682,0.623897,0.139428,0.120897,5.550653,NA,0.142076,0.290328,NA,NA,1.651077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159725,NA,NA,NA,NA,0.037946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Essen III,0.427123,99.572877,21.150721,29.56601,16.136475,4.914177,12.128648,9.037369,NA,0.630366,0.328887,0.818392,0.066925,0.079672,3.452034,NA,0.139586,0.132574,NA,NA,1.173411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168905,NA,NA,NA,NA,0.037605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Recklinghausen I,0.560317,99.439683,23.291846,27.37957,9.69987,3.570232,20.165847,7.498967,NA,0.681937,0.43566,0.480863,0.062349,0.132491,4.40804,NA,0.202633,0.214323,NA,NA,1.515848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162106,NA,NA,NA,NA,0.054555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
