name,countryName,countryCode3,LAT,LON,continentName,birthyear,gender,industry,domain,L_star,HPI,AverageViews
Donald A. Glaser,UNITED STATES,USA,41.482222,-81.669722,North America,1926,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.62202066,22.35444893,9220.931818
George Lazenby,AUSTRALIA,AUS,-34.754722,149.618611,Oceania,1939,Male,FILM AND THEATRE,ARTS,5.644008019,23.38533354,164272.4444
Andrei Gromyko,BELARUS,BLR,52.445278,30.984167,Europe,1909,Male,GOVERNMENT,INSTITUTIONS,10.01394836,23.84239201,22262.69767
Eric Burdon,UNITED KINGDOM,GBR,54.978,-1.55,Europe,1941,Male,MUSIC,ARTS,3.847798014,22.78654045,102724.8462
Laura Linney,UNITED STATES,USA,40.790278,-73.959722,North America,1964,Female,FILM AND THEATRE,ARTS,3.820184672,20.06911382,163766.3125
Tabaré Vázquez,URUGUAY,URY,-34.883611,-56.181944,South America,1940,Male,GOVERNMENT,INSTITUTIONS,6.089610064,22.76817892,17217.80556
Karl Drais,Germany,DEU,49.00921,8.403951,Europe,1785,Male,INVENTION,SCIENCE & TECHNOLOGY,6.873686967,22.34114477,30053.15385
David Dacko,Central African Republic,CAF,4,18,Africa,1930,Male,GOVERNMENT,INSTITUTIONS,8.883512565,21.49533245,9224.965517
Ursula Andress,SWITZERLAND,CHE,46.95,7.483333,Europe,1936,Female,FILM AND THEATRE,ARTS,4.792511295,23.68062369,163371.7429
Emilio G. Segrè,ITALY,ITA,41.966667,12.8,Europe,1905,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,15.41660309,24.0458309,9271.229167
Recep Tayyip Erdoğan,Turkey,TUR,NA,NA,Asia,1954,Male,GOVERNMENT,INSTITUTIONS,6.746432868,23.36348337,105559.0132
Mikheil Saakashvili,GEORGIA,GEO,41.716667,44.783333,Asia,1967,Male,GOVERNMENT,INSTITUTIONS,9.805889598,19.69819988,30166.63235
Malik Shah I,Unknown,UNK,NA,NA,Unknown,1055,Male,GOVERNMENT,INSTITUTIONS,6.076975915,23.79167184,16513.07407
Claude Bernard,France,FRA,46.0272,4.6531,Europe,1813,Male,MEDICINE,SCIENCE & TECHNOLOGY,4.803367813,22.17164946,55943.65714
Joan Sutherland,AUSTRALIA,AUS,-33.865,151.209444,Oceania,1926,Female,MUSIC,ARTS,5.050979187,20.95610099,34425
Nikki Reed,United States,USA,34.04639,-118.44722,North America,1988,Female,FILM AND THEATRE,ARTS,4.594835677,16.85787313,466590.1111
Prachanda,Nepal,NPL,28.28,83.85,Asia,1954,Male,GOVERNMENT,INSTITUTIONS,4.807492561,18.76551587,19660.62069
Sunny Leone,CANADA,CAN,42.999444,-82.308889,North America,1981,Female,MEDIA PERSONALITY,PUBLIC FIGURE,1.80287836,15.45660593,792865.963
Renata Tebaldi,ITALY,ITA,43.916667,12.9,Europe,1922,Female,MUSIC,ARTS,7.789057925,22.80564342,30570.5
Nino Burjanadze,Georgia,GEO,42.25,42.7,Asia,1964,Female,GOVERNMENT,INSTITUTIONS,9.95503631,18.30059595,11527.65517
Alexis Bledel,UNITED STATES,USA,29.762778,-95.383056,North America,1981,Female,FILM AND THEATRE,ARTS,4.979440728,19.09327217,342523.8108
Fidel V. Ramos,Philippines,PHL,16.02,120.230833,Asia,1928,Male,GOVERNMENT,INSTITUTIONS,1.150432452,17.52006047,24867.02857
Luigi Nono,ITALY,ITA,45.4375,12.335833,Europe,1924,Male,MUSIC,ARTS,8.275910816,23.23129066,18297.58621
Kiri Te Kanawa,NEW ZEALAND,NZL,-38.6625,178.017778,Oceania,1944,Female,MUSIC,ARTS,5.813326033,22.82968304,48354.78571
Ottorino Respighi,ITALY,ITA,44.5075,11.351389,Europe,1879,Male,MUSIC,ARTS,7.823457061,24.09207822,34383.838710000004
Elisabeth Schwarzkopf,POLAND,POL,51.966667,17.5,Europe,1915,Female,MUSIC,ARTS,9.022557997,23.59120277,21651.13333
Sydney Brenner,South Africa,ZAF,-26.217778,28.167222,Africa,1927,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,7.416047094,22.71247866,16243.57576
Wladimir Klitschko,Kazakhstan,KAZ,50.433333,80.266667,Asia,1976,Male,INDIVIDUAL SPORTS,SPORTS,4.675708543,19.09570121,514401.8824
Béla III of Hungary,Hungary,HUN,47.785556,18.740278,Europe,1148,Male,GOVERNMENT,INSTITUTIONS,10.89289145,24.17541696,11943.78125
Lennart Meri,ESTONIA,EST,59.437222,24.745278,Europe,1929,Male,GOVERNMENT,INSTITUTIONS,12.80336348,23.48159692,10326.10256
Lope de Vega,SPAIN,ESP,40.4,-3.683333,Europe,1562,Male,LANGUAGE,HUMANITIES,2.960333927,25.66854223,107432.96
Fredrik Reinfeldt,Sweden,SWE,59.125556,18.170833,Europe,1965,Male,GOVERNMENT,INSTITUTIONS,9.090428081,20.66157834,29715.54386
Ramesses I,Unknown,UNK,NA,NA,Unknown,-1300,Male,GOVERNMENT,INSTITUTIONS,11.77037632,27.18658102,36642.59459
Andranik Markaryan,Armenia,ARM,40.183333,44.516667,Asia,1951,Male,GOVERNMENT,INSTITUTIONS,13.22142375,20.82752357,6210.5
Raj Kapoor,PAKISTAN,PAK,34.016667,71.583333,Asia,1924,Male,FILM AND THEATRE,ARTS,2.139684701,21.27962787,111956.1875
Edmondo De Amicis,Italy,ITA,43.883333,8.033333,Europe,1846,Male,LANGUAGE,HUMANITIES,8.149172646,24.03372509,30896.29032
Kevin Rudd,AUSTRALIA,AUS,-26.626944,152.959167,Oceania,1957,Male,GOVERNMENT,INSTITUTIONS,3.385904146,20.39302999,54698.89855
Stefan Raab,Germany,DEU,50.936389,6.952778,Europe,1966,Male,MEDIA PERSONALITY,PUBLIC FIGURE,1.756807971,19.56772112,151330.6452
Colleen McCullough,AUSTRALIA,AUS,-32.55,148.933333,Oceania,1937,Female,LANGUAGE,HUMANITIES,6.215941353,22.73725703,31085.51852
Thomas Cech,UNITED STATES,USA,41.836944,-87.684722,North America,1947,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,10.85096263,21.63785622,7714
George de Hevesy,HUNGARY,HUN,47.4925,19.051389,Europe,1885,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.35555951,22.31512692,11819.55
Herbert C. Brown,United Kingdom,GBR,51.507222,-0.1275,Europe,1912,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.76889937,22.00463487,8231.969697
James Franck,GERMANY,DEU,53.565278,10.001389,Europe,1882,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,18.53095911,24.49597881,9673.846154
Ptolemy VIII Physcon,Unknown,UNK,NA,NA,Unknown,-182,Male,GOVERNMENT,INSTITUTIONS,11.70864306,24.71198975,9071.666667
Simon Ammann,SWITZERLAND,CHE,47.183333,9.45,Europe,1981,Male,INDIVIDUAL SPORTS,SPORTS,6.495096692,15.70276407,34498.22222
CM Punk,UNITED STATES,USA,41.836944,-87.684722,North America,1978,Male,INDIVIDUAL SPORTS,SPORTS,3.657308253,18.39567533,537854.6286
Diadumenian,Unknown,UNK,NA,NA,Unknown,208,Male,GOVERNMENT,INSTITUTIONS,17.8048652,25.06576417,4979.405405
Michel Piccoli,FRANCE,FRA,48.8567,2.3508,Europe,1925,Male,FILM AND THEATRE,ARTS,5.986091124,23.19937312,46022.58065
Olusẹgun Ọbasanjọ,Nigeria,NGA,7.160833,3.348333,Africa,1937,Male,GOVERNMENT,INSTITUTIONS,3.424689943,21.79550843,30063.81081
Gnaeus Naevius,ITALY,ITA,41.1,14.213889,Europe,-264,Male,LANGUAGE,HUMANITIES,9.489390067,24.75732812,8877.34375
Juan Carlos Ferrero,SPAIN,ESP,38.822222,-0.607222,Europe,1980,Male,INDIVIDUAL SPORTS,SPORTS,7.704086398,17.18125191,39649.21429
Joan I of Navarre,France,FRA,48.1147,4.3767,Europe,1273,Female,GOVERNMENT,INSTITUTIONS,7.910214123,24.44044495,12553.1
P. W. Botha,South Africa,ZAF,-28.3,27.95,Africa,1916,Male,GOVERNMENT,INSTITUTIONS,9.470299228,22.14836101,28038.83333
Marat Safin,Russia,RUS,55.75,37.616667,Europe,1980,Male,INDIVIDUAL SPORTS,SPORTS,6.672665991,17.80793849,63277.90741
Balbinus,Unknown,UNK,NA,NA,Unknown,165,Male,GOVERNMENT,INSTITUTIONS,16.65393541,25.88664198,9476.263158
Pupienus,Unknown,UNK,NA,NA,Unknown,178,Male,GOVERNMENT,INSTITUTIONS,13.61163793,26.00687677,10886.27273
Hakan Yakin,SWITZERLAND,CHE,47.566667,7.6,Europe,1977,Male,TEAM SPORTS,SPORTS,8.495689835,16.67968212,26608.88235
Lajos Kossuth,HUNGARY,HUN,48.2102,21.1477,Europe,1802,Male,GOVERNMENT,INSTITUTIONS,6.296185715,24.19818652,36778.56757
Leonid Kuchma,UKRAINE,UKR,52.1675,32.996389,Europe,1938,Male,GOVERNMENT,INSTITUTIONS,10.61760341,23.40440311,16192.54545
Seth MacFarlane,UNITED STATES,USA,41.731667,-73.4525,North America,1973,Male,FILM AND THEATRE,ARTS,2.200968642,18.03115804,438789.8261
Tim Roth,United Kingdom,GBR,51.4457,-0.0779,Europe,1961,Male,FILM AND THEATRE,ARTS,4.795175338,21.62305185,249384.4167
Alain Robert,France,FRA,46.4828,3.9814,Europe,1962,Male,INDIVIDUAL SPORTS,SPORTS,3.767765893,18.73466811,62878.11538
Kurt Alder,POLAND,POL,50.3,18.95,Europe,1902,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,16.14430256,23.78460021,7360.6
Friedrich Bergius,Poland,POL,51.1,17.033333,Europe,1884,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,17.67993175,23.6819384,7284.578947
Emily Osment,UNITED STATES,USA,34.05,-118.25,North America,1992,Female,FILM AND THEATRE,ARTS,5.601975199,17.65527084,342489.1905
Wu Cheng'en,China,CHN,NA,NA,Asia,1506,Male,LANGUAGE,HUMANITIES,11.596888,24.11392709,8788.439024
Ahmet Necdet Sezer,TURKEY,TUR,38.758,30.538667,Asia,1941,Male,GOVERNMENT,INSTITUTIONS,7.945508339,23.6254832,18361.36
Ali Khamenei,Iran,IRN,36.3,59.6,Asia,1939,Male,GOVERNMENT,INSTITUTIONS,7.332173724,24.21764136,117237.2453
Abdelaziz Bouteflika,MOROCCO,MAR,34.686667,-1.911389,Africa,1937,Male,GOVERNMENT,INSTITUTIONS,6.2602723749999996,23.92401641,51167.94118
Will.i.am,UNITED STATES,USA,34.05,-118.25,North America,1975,Male,MUSIC,ARTS,4.880091687,19.69002949,404815.9512
George F. Kennan,UNITED STATES,USA,43.05,-87.95,North America,1904,Male,GOVERNMENT,INSTITUTIONS,3.5137898,22.03974784,54593.9
Seán O'Casey,Ireland,IRL,53.347778,-6.259722,Europe,1880,Male,LANGUAGE,HUMANITIES,3.844717025,20.23244222,12822.76923
Vladimir Voronin,Moldova,MDA,47.3,29.133333,Europe,1941,Male,GOVERNMENT,INSTITUTIONS,9.664629491,22.14899213,12549.44186
Shamil Basayev,Russia,RUS,43.4,45.716667,Europe,1965,Male,OUTLAWS,PUBLIC FIGURE,9.448646707,20.39653548,40684.875
Brendan Fraser,UNITED STATES,USA,39.791,-86.148,North America,1968,Male,FILM AND THEATRE,ARTS,4.801977529,21.21063176,262563.0698
Erhard Milch,GERMANY,DEU,53.516667,8.133333,Europe,1892,Male,MILITARY,INSTITUTIONS,7.556156062,23.68959858,37621.37037
Tadeus Reichstein,POLAND,POL,52.65,19.068056,Europe,1897,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,14.56023218,23.36726206,6947.540541
Mikhail Kalinin,Russia,RUS,NA,NA,Europe,1875,Male,GOVERNMENT,INSTITUTIONS,9.693126193,24.76905322,25715.81579
Nicanor Duarte Frutos,PARAGUAY,PRY,-25.416667,-56.45,South America,1956,Male,GOVERNMENT,INSTITUTIONS,9.103613145,19.96454149,10048
Jorge Batlle Ibáñez,URUGUAY,URY,-34.883611,-56.181944,South America,1927,Male,GOVERNMENT,INSTITUTIONS,6.865211647,21.33797501,6779.481481
Taufa'ahau Tupou IV,Tonga,TON,-21.131389,-175.200556,Oceania,1918,Male,GOVERNMENT,INSTITUTIONS,12.87532463,21.24084778,9332.633333
Louis de Funès,France,FRA,48.8978,2.2531,Europe,1914,Male,FILM AND THEATRE,ARTS,7.03885509,25.96434868,166622.1132
Tassos Papadopoulos,CYPRUS,CYP,35.166667,33.366667,Asia,1934,Male,GOVERNMENT,INSTITUTIONS,11.17259042,21.96664041,11231.2973
John Edward Gray,United Kingdom,GBR,52.58,-1.98,Europe,1800,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.16381545,23.80081392,9838.575
Nicolas-Joseph Cugnot,France,FRA,48.6886,5.6189,Europe,1725,Male,INVENTION,SCIENCE & TECHNOLOGY,7.928739605,24.04438553,33408.86667
Jacobus Arminius,NETHERLANDS,NLD,52.03,4.88,Europe,1560,Male,PHILOSOPHY,HUMANITIES,6.78473682,23.22420675,15572.46154
Alexandre Cabanel,France,FRA,43.6119,3.8772,Europe,1823,Male,FINE ARTS,ARTS,7.378606666,23.66106394,26261.23077
Caiaphas,Unknown,UNK,NA,NA,Unknown,18,Male,RELIGION,INSTITUTIONS,6.83566034,25.66339014,42951.67742
Joseph Wright of Derby,UNITED KINGDOM,GBR,52.921944,-1.475833,Europe,1734,Male,FINE ARTS,ARTS,4.636789019,22.17517486,15591.66667
Mswati III of Swaziland,SWAZILAND,SWZ,-26.483333,31.366667,Africa,1968,Male,GOVERNMENT,INSTITUTIONS,11.2111761,19.12633002,27196.88095
Mikuláš Dzurinda,SLOVAKIA,SVK,49,20.466667,Europe,1955,Male,GOVERNMENT,INSTITUTIONS,10.88049503,20.03920355,7847.466667
Ramon Magsaysay,Philippines,PHL,15.333333,119.98,Asia,1907,Male,GOVERNMENT,INSTITUTIONS,2.842627362,21.58787563,56861.92857
Wanli Emperor,CHINA,CHN,39.916667,116.383333,Asia,1563,Male,GOVERNMENT,INSTITUTIONS,7.843124823,24.01215386,30338.11111
Vincent de Paul,France,FRA,43.7478,-0.9975,Europe,1581,Male,RELIGION,INSTITUTIONS,6.838596426,23.99322624,53236.3871
Zine El Abidine Ben Ali,Tunisia,TUN,35.858889,10.593889,Africa,1936,Male,GOVERNMENT,INSTITUTIONS,7.386189713,23.26055723,76247.68421
Hjalmar Schacht,DENMARK,DNK,54.933333,9.25,Europe,1877,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,9.579003543,24.73106471,43386.02778
Manuel de Falla,SPAIN,ESP,36.533333,-6.283333,Europe,1876,Male,MUSIC,ARTS,7.249595763,23.99557693,54655.91892
Ian Paice,UNITED KINGDOM,GBR,52.95,-1.133333,Europe,1948,Male,MUSIC,ARTS,8.302389382,22.76982469,50798.56667
Camilla Belle,UNITED STATES,USA,34.05,-118.25,North America,1986,Female,FILM AND THEATRE,ARTS,3.705534516,16.94190485,411086
Francisco Macías Nguema,MALAYSIA,MYS,1.583333,10.35,Europe,1924,Male,GOVERNMENT,INSTITUTIONS,7.512273731,22.20591392,15082.2069
Thorismund,Unknown,UNK,NA,NA,Unknown,400,Male,GOVERNMENT,INSTITUTIONS,11.264405,24.61040656,5657.423077
Theodoric II,Unknown,UNK,NA,NA,Unknown,420,Male,GOVERNMENT,INSTITUTIONS,10.15560558,24.56536376,7692.846154
Javier Solana,SPAIN,ESP,40.4,-3.683333,Europe,1942,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9.077092367,23.89341008,32935.1
Carl David Anderson,UNITED STATES,USA,40.7127,-74.0059,North America,1905,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,19.70316904,24.27359574,9434.979592
Julian McMahon,AUSTRALIA,AUS,-33.865,151.209444,Oceania,1968,Male,FILM AND THEATRE,ARTS,4.808671309,20.16682265,187108.8148
Ahmed Sékou Touré,GUINEA,GIN,10.033333,-10.733333,Africa,1922,Male,GOVERNMENT,INSTITUTIONS,6.776001238,22.67822852,20008.29032
Habib Bourguiba,TUNISIA,TUN,35.783333,10.833333,Africa,1903,Male,GOVERNMENT,INSTITUTIONS,7.906846167,23.38266025,40340.63636
Michael Chang,UNITED STATES,USA,40.75,-74.03,North America,1972,Male,INDIVIDUAL SPORTS,SPORTS,5.668751079,18.33578745,82152.39394
Stefan Edberg,SWEDEN,SWE,57.75,16.633333,Europe,1966,Male,INDIVIDUAL SPORTS,SPORTS,7.902610044,19.9835409,64026.82927
Multatuli,NETHERLANDS,NLD,52.366667,4.9,Europe,1820,Male,LANGUAGE,HUMANITIES,7.998835505,23.75903678,20121.79412
Festus Mogae,BOTSWANA,BWA,-22.383333,26.716667,Africa,1939,Male,GOVERNMENT,INSTITUTIONS,10.96692663,21.69518306,5974.717949
Joan Enric Vives Sicília,SPAIN,ESP,41.383333,2.183333,Europe,1949,Male,RELIGION,INSTITUTIONS,7.193432631,21.06517835,15036.48485
José Eduardo dos Santos,ANGOLA,AGO,-8.838333,13.234444,Africa,1942,Male,GOVERNMENT,INSTITUTIONS,7.897165044,23.49395087,25329.16981
Antoine François Prévost,France,FRA,50.5,2.5,Europe,1697,Male,LANGUAGE,HUMANITIES,6.123109295,23.06311699,16647.96154
Hamad bin Isa Al Khalifah,BAHRAIN,BHR,26.13,50.555,Asia,1950,Male,GOVERNMENT,INSTITUTIONS,8.499630948,21.0847259,24287.60526
Mathieu Kérékou,Benin,BEN,NA,NA,Africa,1933,Male,GOVERNMENT,INSTITUTIONS,9.679108946,22.32233363,8092.818182
Jigme Singye Wangchuck,Bhutan,BTN,NA,NA,Asia,1955,Male,GOVERNMENT,INSTITUTIONS,6.425328203,19.68902494,28072.13158
Georgi Parvanov,BULGARIA,BGR,42.566667,22.816667,Europe,1957,Male,HISTORY,HUMANITIES,13.32999081,21.82770394,11947
Paul Biya,Cameroon,CMR,NA,NA,Africa,1933,Male,GOVERNMENT,INSTITUTIONS,6.638823102,22.72728575,22354.29545
Pedro Pires,Cape Verde,CPV,14.933,-24.383,Africa,1934,Male,GOVERNMENT,INSTITUTIONS,13.147997,22.74995621,7409.515152
Abel Pacheco,Costa Rica,CRI,9.6,-83.95,North America,1933,Male,GOVERNMENT,INSTITUTIONS,8.544109718,21.59861909,5489.653846
Ismail Omar Guelleh,Ethiopia,ETH,9.6,41.866667,Africa,1947,Male,GOVERNMENT,INSTITUTIONS,14.52607432,21.74577776,7405.857143
Isaias Afewerki,ERITREA,ERI,15.333333,38.933333,Africa,1946,Male,GOVERNMENT,INSTITUTIONS,6.642476479,21.65893685,20376.07692
Girma Wolde-Giorgis,ETHIOPIA,ETH,9.03,38.74,Africa,1924,Male,GOVERNMENT,INSTITUTIONS,8.828698018,22.04407991,11550.44737
Omar Bongo,NA,GAB,-1.6472,13.8633,Africa,1935,Male,GOVERNMENT,INSTITUTIONS,7.091535639,22.08998724,29944.53191
Yahya Jammeh,GAMBIA,GMB,13.183333,-16.016667,Africa,1965,Male,GOVERNMENT,INSTITUTIONS,7.590368191,18.71076896,17288.41026
Lansana Conté,GUINEA,GIN,9.783333,-13.516667,Africa,1934,Male,GOVERNMENT,INSTITUTIONS,9.412732192,20.84292269,12379.88889
John Kufuor,GHANA,GHA,6.666667,-1.616667,Africa,1938,Male,GOVERNMENT,INSTITUTIONS,6.352389064,21.73872365,12601.27778
Bharrat Jagdeo,Guyana,GUY,NA,NA,South America,1964,Male,GOVERNMENT,INSTITUTIONS,6.121539653,18.7381394,13642.65625
Anote Tong,Kiribati,KIR,3.86,-159.364444,Oceania,1952,Male,GOVERNMENT,INSTITUTIONS,10.06004999,19.9227169,9093.548387
Kim Yong-nam,North Korea,PRK,39.019444,125.738056,Asia,1928,Male,GOVERNMENT,INSTITUTIONS,7.586220651,21.67814602,41096.85185
Askar Akayev,Kyrgyzstan,KGZ,NA,NA,Asia,1944,Male,GOVERNMENT,INSTITUTIONS,8.813565231,21.0939773,11158.64516
Sani Abacha,Nigeria,NGA,12,8.516667,Africa,1943,Male,GOVERNMENT,INSTITUTIONS,3.467661587,21.51504968,27405.09091
Émile Lahoud,LEBANON,LBN,33.886944,35.513056,Asia,1936,Male,GOVERNMENT,INSTITUTIONS,11.67889553,22.83191635,12075.85294
Letsie III of Lesotho,LESOTHO,LSO,-29.629722,27.513333,Africa,1963,Male,GOVERNMENT,INSTITUTIONS,9.533297625,19.97913197,17669.61111
Álvaro Obregón,MEXICO,MEX,27.0813,-109.4461,North America,1880,Male,GOVERNMENT,INSTITUTIONS,2.443416362,23.05433714,72946.22857
Vladimir Zhirinovsky,KAZAKHSTAN,KAZ,43.2775,76.895833,Asia,1946,Male,GOVERNMENT,INSTITUTIONS,9.360784487,22.3188748,22252.21429
Luis Federico Leloir,FRANCE,FRA,48.8567,2.3508,Europe,1906,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4.800415601,22.32960387,19420.76471
Jan Matejko,Poland,POL,50.061389,19.938333,Europe,1838,Male,FINE ARTS,ARTS,2.459263779,23.57357499,73357.92308
Emil Constantinescu,Moldova,MDA,46.833333,29.483333,Europe,1939,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9.121398314,22.4491866,11748.42857
Edmund Phelps,UNITED STATES,USA,42.046389,-87.694722,North America,1933,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,12.15036748,23.44594108,11979.28947
Marc Ravalomanana,MADAGASCAR,MDG,-18.75,46.75,Africa,1949,Male,GOVERNMENT,INSTITUTIONS,8.236621227,20.28475705,17224.08571
Bakili Muluzi,MALAWI,MWI,-14.916667,35.666667,Africa,1943,Male,GOVERNMENT,INSTITUTIONS,7.013408889,20.28595385,6842.884615
Amadou Toumani Touré,MALI,MLI,14.495833,-4.198611,Africa,1948,Male,GOVERNMENT,INSTITUTIONS,8.993526796,20.78294054,14996.1875
Joaquim Chissano,Mozambique,MOZ,NA,NA,Africa,1939,Male,GOVERNMENT,INSTITUTIONS,8.880416424,22.12792445,8950.264706
Qaboos bin Said Al Said of Oman,OMAN,OMN,17.019722,54.089722,Asia,1940,Male,GOVERNMENT,INSTITUTIONS,7.179430097,23.31257465,40222.16279
Paul Kagame,Uganda,UGA,NA,NA,Africa,1957,Male,GOVERNMENT,INSTITUTIONS,5.450228103,20.7685847,36216.34694
Malietoa Tanumafili II of Samoa,Samoa,WSM,-13.833333,-171.75,Oceania,1913,Male,GOVERNMENT,INSTITUTIONS,6.609879959,20.9216735,12255.88462
Fradique de Menezes,SAO TOME AND PRINCIPE,STP,0.336111,6.681389,South America,1942,Male,GOVERNMENT,INSTITUTIONS,13.19469655,21.99588359,5403.1
Abdoulaye Wade,Senegal,SEN,15.37,-16.45,Africa,1926,Male,GOVERNMENT,INSTITUTIONS,6.974315061,22.67686056,22816.67442
Sellapan Ramanathan,Singapore,SGP,1.3,103.8,Asia,1924,Male,GOVERNMENT,INSTITUTIONS,18.56391892,22.60772241,7111.666667
Omar al-Bashir,Sudan,SDN,NA,NA,Africa,1944,Male,GOVERNMENT,INSTITUTIONS,6.920202211,23.22870004,50511.96154
Ronald Venetiaan,SURINAME,SUR,5.866667,-55.166667,South America,1936,Male,GOVERNMENT,INSTITUTIONS,10.04187554,22.30889673,10195.56667
Emomali Rahmonov,TAJIKISTAN,TJK,37.909167,69.781944,Asia,1952,Male,GOVERNMENT,INSTITUTIONS,9.564599705,20.6723421,11159.43243
Zayed bin Sultan Al Nahayan,UNITED ARAB EMIRATES,ARE,24.2075,55.744722,Asia,1918,Male,GOVERNMENT,INSTITUTIONS,4.081026974,22.88117822,80688.17241
Philipp Lenard,SLOVAKIA,SVK,48.143889,17.109722,Europe,1862,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,16.9312786,24.86559788,13355.65385
Fatos Nano,ALBANIA,ALB,41.326,19.816,Europe,1952,Male,GOVERNMENT,INSTITUTIONS,8.4450022,20.69005289,11475.92308
Ahmed Ouyahia,Algeria,DZA,NA,NA,Africa,1952,Male,GOVERNMENT,INSTITUTIONS,7.259447393,20.4973696,13238.16129
Fernando da Piedade Dias dos Santos,ANGOLA,AGO,-8.838333,13.234444,Africa,1950,Male,GOVERNMENT,INSTITUTIONS,9.857610467,20.4038455,5995.214286
Denzil Douglas,SAINT KITTS AND NEVIS,KNA,17.398611,-62.823889,North America,1953,Male,GOVERNMENT,INSTITUTIONS,7.647524911,18.82805154,6940.615385
Khaleda Zia,Bangladesh,BGD,NA,NA,Asia,1945,Female,GOVERNMENT,INSTITUTIONS,3.261196071,19.45136926,21339.07692
Sergey Sidorsky,BELARUS,BLR,52.445278,30.984167,Europe,1954,Male,GOVERNMENT,INSTITUTIONS,13.61609106,19.79552409,4301.172414
Lyonpo Jigme Thinley,Bhutan,BTN,27.75,90.666667,Asia,1952,Male,GOVERNMENT,INSTITUTIONS,9.87550779,19.94096486,7908.777778
Hun Sen,Cambodia,KHM,12.257222,105.536111,Asia,1952,Male,GOVERNMENT,INSTITUTIONS,8.218371696,21.45040232,42468.96875
José Maria Neves,Cape Verde,CPV,NA,NA,Africa,1960,Male,GOVERNMENT,INSTITUTIONS,12.47714182,19.25092955,5525.482759
Maktoum bin Rashid Al Maktoum,UNITED ARAB EMIRATES,ARE,24.95,55.333333,Asia,1943,Male,GOVERNMENT,INSTITUTIONS,5.43008714,22.30898049,29361.14815
Vladimír Špidla,CZECH REPUBLIC,CZE,50.083333,14.416667,Europe,1951,Male,GOVERNMENT,INSTITUTIONS,7.445735325,20.11473171,7609.481481
Dileita Mohamed Dileita,Djibouti,DJI,11.783333,42.883333,Africa,1958,Male,GOVERNMENT,INSTITUTIONS,10.26900759,19.18546561,5061.038462
Viktor Yanukovych,UKRAINE,UKR,48.216667,38.2,Europe,1950,Male,GOVERNMENT,INSTITUTIONS,10.40272942,22.46626661,37145.7069
Meles Zenawi,ETHIOPIA,ETH,14.166667,38.9,Africa,1955,Male,GOVERNMENT,INSTITUTIONS,4.779671773,19.22697267,30226.94231
Costas Simitis,Greece,GRC,37.95,23.633333,Europe,1936,Male,GOVERNMENT,INSTITUTIONS,7.922285386,21.66740664,11145.64516
Mohamed Ghannouchi,TUNISIA,TUN,35.833333,10.633333,Africa,1941,Male,GOVERNMENT,INSTITUTIONS,9.36263806,20.83570717,15238.18421
Lavaka Ata 'Ulukalala,Tonga,TON,-21.131389,-175.200556,Oceania,1959,Male,GOVERNMENT,INSTITUTIONS,6.491176787,16.95138205,7371.09375
Jean-Claude Juncker,LUXEMBOURG,LUX,49.766667,5.883333,Europe,1954,Male,GOVERNMENT,INSTITUTIONS,9.529391333,21.60558013,27369.02128
Lutz Graf Schwerin von Krosigk,Germany,DEU,50.933333,14.133333,Europe,1887,Male,GOVERNMENT,INSTITUTIONS,10.88996707,24.52534013,26447.43243
Jason Segel,UNITED STATES,USA,34.05,-118.25,North America,1980,Male,FILM AND THEATRE,ARTS,3.258058392,18.11561711,474367.8611
"Philippe I, Duke of Orléans",France,FRA,48.8989,2.0938,Europe,1640,Male,GOVERNMENT,INSTITUTIONS,7.545817599,23.33614651,12231.89286
Donna Reed,UNITED STATES,USA,42.017222,-95.351111,North America,1921,Female,FILM AND THEATRE,ARTS,2.840741475,21.31838624,83932.32258
Rafic Hariri,LEBANON,LBN,33.560556,35.398056,Asia,1944,Male,GOVERNMENT,INSTITUTIONS,9.385557387,23.28672372,35724.86842
Algirdas Brazauskas,LITHUANIA,LTU,55.966667,25.583333,Europe,1932,Male,GOVERNMENT,INSTITUTIONS,9.919691029,22.08298164,9668.974359
